date,totalCase,newCase,totalIcu,newIcu,intubated,totalDischarged,newDischarged,totalDeath,newDeath,imported,activeCases,cumulativeTest,newTest,Positivity rate,localMalaysian,localForeign,localAll,Sabah,Selangor,Kuala Lumpur,N Sembilan,Kedah,P Pinang,Labuan,Sarawak,Johor,Perak,Pahang,Melaka,Terengganu,Kelantan,Putrajaya,Perlis,foreignersTested,foreignersCumulative,foreignersTreatment,foreignersDeaths
06 Jan 21,125438,2593,141.0,18.0,67.0,100578,1129,513,4,4.0,24347,3492902.0,30274.0,8.57,,,2589.0,405.0,965.0,265.0,125.0,42.0,77.0,9.0,5.0,571.0,34.0,11.0,13.0,19.0,43.0,9.0,0.0,,52093.0,12167.0,
05 Jan 21,122845,2027,123.0,1.0,52.0,99449,1221,509,8,16.0,22887,3462628.0,26934.0,7.53,,,2011.0,383.0,509.0,313.0,98.0,47.0,60.0,37.0,13.0,428.0,25.0,25.0,21.0,13.0,42.0,13.0,0.0,,50628.0,11064.0,
04 Jan 21,120818,1741,122.0,0.0,53.0,98228,1010,501,7,8.0,22089,3435694.0,21314.0,8.17,,,1733.0,303.0,687.0,150.0,56.0,45.0,55.0,1.0,8.0,295.0,34.0,12.0,34.0,4.0,50.0,6.0,1.0,,49956.0,10748.0,
03 Jan 21,119077,1704,124.0,0.0,51.0,97218,2726,494,11,5.0,21365,3414380.0,23576.0,7.23,,,1699.0,316.0,673.0,112.0,72.0,53.0,103.0,16.0,10.0,179.0,75.0,21.0,6.0,4.0,47.0,17.0,0.0,,49416.0,10486.0,
02 Jan 21,117373,2295,125.0,0.0,51.0,94492,3321,483,9,9.0,22398,3390804.0,19295.0,11.89,,,2286.0,259.0,638.0,156.0,131.0,47.0,288.0,1.0,5.0,580.0,12.0,29.0,95.0,16.0,26.0,12.0,0.0,,48948.0,11969.0,
01 Jan 21,115078,2068,126.0,0.0,54.0,91171,2230,474,3,2.0,23433,3371509.0,27182.0,7.61,,,2066.0,254.0,776.0,457.0,51.0,20.0,226.0,3.0,8.0,112.0,51.0,16.0,23.0,14.0,53.0,4.0,0.0,,47830.0,13497.0,
31 Dec 20,113010,2525,131.0,0.0,60.0,88941,1481,471,8,13.0,23598,3344327.0,26681.0,9.46,,,2512.0,299.0,1205.0,222.0,78.0,24.0,92.0,63.0,2.0,194.0,33.0,15.0,239.0,17.0,37.0,5.0,0.0,,,,
30 Dec 20,110485,1870,131.0,14.0,62.0,87460,745,463,6,2.0,22562,3317646.0,25812.0,7.24,,,1868.0,280.0,472.0,219.0,34.0,23.0,69.0,2.0,1.0,607.0,48.0,48.0,8.0,2.0,56.0,1.0,0.0,,,,
29 Dec 20,108615,1925,117.0,1.0,55.0,86715,1123,457,2,3.0,21443,3291834.0,19954.0,9.65,,,1922.0,230.0,747.0,360.0,60.0,8.0,57.0,0.0,4.0,110.0,17.0,288.0,9.0,2.0,31.0,2.0,0.0,,,,
28 Dec 20,106690,1594,116.0,5.0,50.0,85592,1181,455,3,3.0,20643,3271880.0,14377.0,11.09,,,1591.0,157.0,697.0,194.0,160.0,12.0,69.0,0.0,2.0,191.0,47.0,11.0,14.0,3.0,28.0,9.0,0.0,,,,
27 Dec 20,105096,1196,111.0,3.0,50.0,84411,997,452,1,5.0,20233,3257503.0,17797.0,6.72,,,1191.0,186.0,392.0,202.0,39.0,27.0,37.0,12.0,3.0,194.0,30.0,9.0,23.0,5.0,31.0,6.0,0.0,,,,
26 Dec 20,103900,2335,108.0,0.0,50.0,83414,874,451,2,11.0,20035,3239706.0,16490.0,14.16,,,2324.0,248.0,710.0,728.0,33.0,16.0,58.0,16.0,6.0,412.0,26.0,19.0,5.0,0.0,54.0,3.0,1.0,,,,
25 Dec 20,101565,1247,108.0,6.0,47.0,82540,1441,449,3,2.0,18576,3223216.0,27197.0,4.59,,,1245.0,225.0,461.0,140.0,89.0,0.0,25.0,8.0,3.0,205.0,55.0,11.0,14.0,0.0,4.0,7.0,0.0,,,,
24 Dec 20,100318,1581,102.0,0.0,45.0,81099,1085,446,2,2.0,18773,3196019.0,25879.0,6.11,,,1579.0,249.0,491.0,379.0,144.0,4.0,37.0,26.0,2.0,115.0,26.0,12.0,76.0,7.0,9.0,4.0,0.0,,,,
23 Dec 20,98737,1348,102.0,0.0,44.0,80014,710,444,5,16.0,18279,3170140.0,25482.0,5.29,,,1332.0,189.0,535.0,226.0,31.0,14.0,43.0,2.0,4.0,118.0,8.0,45.0,124.0,1.0,4.0,4.0,0.0,,,,
22 Dec 20,97389,2062,111.0,2.0,51.0,79304,911,439,1,4.0,17646,3144658.0,22381.0,9.21,,,2058.0,252.0,1014.0,504.0,57.0,5.0,23.0,2.0,0.0,167.0,17.0,6.0,9.0,0.0,4.0,2.0,0.0,,,,
21 Dec 20,95327,2018,109.0,0.0,55.0,78393,1084,438,1,7.0,16496,3122277.0,20399.0,9.89,,,2011.0,247.0,1204.0,127.0,58.0,3.0,18.0,29.0,0.0,278.0,21.0,12.0,9.0,1.0,6.0,5.0,0.0,,,,
20 Dec 20,93309,1340,116.0,4.0,57.0,77309,1067,437,4,3.0,15563,3101878.0,19149.0,7.0,,,1337.0,196.0,441.0,284.0,169.0,6.0,30.0,27.0,3.0,156.0,10.0,12.0,1.0,2.0,1.0,2.0,0.0,,,,
19 Dec 20,91969,1153,112.0,6.0,56.0,76242,998,433,1,2.0,15294,3082729.0,24830.0,4.64,,,1151.0,199.0,401.0,281.0,18.0,13.0,30.0,19.0,2.0,75.0,82.0,16.0,3.0,0.0,10.0,4.0,0.0,,,,
18 Dec 20,90816,1683,106.0,0.0,51.0,75244,1214,432,3,8.0,15140,3057899.0,23435.0,7.18,,,1675.0,260.0,692.0,197.0,174.0,4.0,37.0,19.0,1.0,77.0,65.0,6.0,140.0,4.0,1.0,6.0,0.0,,,,
17 Dec 20,89127,1214,106.0,0.0,53.0,74030,1297,432,3,6.0,14665,3034464.0,25043.0,4.85,,,1208.0,184.0,368.0,297.0,33.0,9.0,80.0,16.0,9.0,67.0,41.0,4.0,98.0,2.0,10.0,2.0,0.0,,,,
16 Dec 20,87913,1295,113.0,0.0,52.0,72733,1052,429,7,10.0,14751,3009421.0,24306.0,5.33,,,1285.0,268.0,481.0,232.0,60.0,9.0,69.0,3.0,0.0,105.0,35.0,13.0,14.0,1.0,1.0,4.0,0.0,,,,
15 Dec 20,86618,1772,118.0,4.0,56.0,71681,1084,422,3,12.0,14515,2985115.0,24462.0,7.24,,,1760.0,260.0,503.0,696.0,67.0,20.0,34.0,11.0,0.0,48.0,110.0,8.0,5.0,7.0,3.0,0.0,0.0,,,,
14 Dec 20,84846,1371,114.0,0.0,62.0,70597,1204,419,4,1.0,13830,2960653.0,19871.0,6.9,,,1370.0,283.0,532.0,124.0,260.0,5.0,31.0,16.0,0.0,45.0,62.0,0.0,1.0,9.0,2.0,1.0,0.0,,,,
13 Dec 20,83475,1229,115.0,0.0,65.0,69393,1309,415,4,2.0,13667,2940782.0,21805.0,5.64,,583.0,1227.0,333.0,435.0,131.0,29.0,13.0,26.0,6.0,0.0,103.0,105.0,28.0,7.0,12.0,0.0,0.0,1.0,,,,
12 Dec 20,82246,1937,121.0,0.0,66.0,68084,911,411,9,2.0,13751,2918977.0,22039.0,8.79,,,1935.0,429.0,823.0,238.0,49.0,16.0,102.0,11.0,1.0,105.0,62.0,79.0,15.0,6.0,1.0,0.0,0.0,,,,
11 Dec 20,80309,1810,123.0,0.0,63.0,67173,937,402,6,11.0,12734,2896938.0,25677.0,7.05,,,1799.0,532.0,829.0,132.0,64.0,22.0,34.0,8.0,1.0,69.0,12.0,96.0,5.0,2.0,2.0,2.0,0.0,,,,
10 Dec 20,78499,2234,124.0,0.0,60.0,66236,1112,396,3,5.0,11867,2871261.0,20041.0,11.15,,,2229.0,274.0,1428.0,136.0,67.0,14.0,42.0,0.0,1.0,100.0,115.0,45.0,5.0,3.0,3.0,1.0,0.0,,,,
09 Dec 20,76265,959,127.0,1.0,61.0,65124,1068,393,5,6.0,10748,2851220.0,24137.0,3.97,,,953.0,203.0,277.0,129.0,33.0,16.0,29.0,1.0,0.0,100.0,33.0,119.0,2.0,0.0,17.0,0.0,0.0,,,,
08 Dec 20,75306,1012,126.0,0.0,62.0,64056,1750,388,4,7.0,10862,2827083.0,20316.0,4.98,,,1005.0,271.0,417.0,98.0,23.0,10.0,18.0,0.0,2.0,108.0,29.0,33.0,0.0,0.0,2.0,1.0,0.0,,,,
07 Dec 20,74294,1600,129.0,3.0,57.0,62306,1033,384,2,3.0,11604,2806767.0,19665.0,8.14,,,1597.0,248.0,426.0,148.0,541.0,18.0,55.0,5.0,2.0,98.0,54.0,1.0,1.0,0.0,3.0,0.0,0.0,,,,
06 Dec 20,72694,1335,126.0,0.0,57.0,61273,1069,382,2,3.0,11039,2787102.0,17382.0,7.68,,,1332.0,250.0,337.0,178.0,258.0,17.0,31.0,21.0,0.0,125.0,108.0,4.0,3.0,1.0,2.0,0.0,0.0,,,,
05 Dec 20,71359,1123,130.0,1.0,54.0,60204,1143,380,4,5.0,10775,2769720.0,20839.0,5.39,,,1118.0,391.0,221.0,265.0,10.0,30.0,44.0,10.0,1.0,66.0,39.0,2.0,5.0,0.0,35.0,4.0,0.0,,,,
04 Dec 20,70236,1141,129.0,13.0,53.0,59061,1144,376,0,3.0,10799,2748881.0,19945.0,5.72,,,1138.0,320.0,320.0,256.0,15.0,24.0,48.0,3.0,1.0,69.0,47.0,15.0,0.0,0.0,20.0,2.0,1.0,,,,
03 Dec 20,69095,1075,116.0,0.0,46.0,57917,948,376,11,3.0,10802,2728936.0,21729.0,4.95,,,1072.0,310.0,459.0,49.0,52.0,32.0,43.0,9.0,1.0,78.0,26.0,4.0,2.0,1.0,9.0,0.0,0.0,,,,
02 Dec 20,68020,851,122.0,2.0,47.0,56969,658,365,2,4.0,10686,2707207.0,20755.0,4.1,,,847.0,229.0,249.0,85.0,62.0,26.0,60.0,0.0,0.0,102.0,34.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,
01 Dec 20,67169,1472,120.0,7.0,44.0,56311,1552,363,3,5.0,10495,2686452.0,18696.0,7.87,,,1467.0,267.0,891.0,26.0,146.0,21.0,29.0,0.0,1.0,68.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,
30 Nov 20,65697,1212,113.0,0.0,42.0,54759,2112,360,3,9.0,10578,2667756.0,17388.0,6.97,,,1203.0,326.0,402.0,119.0,141.0,31.0,60.0,30.0,2.0,54.0,43.0,2.0,0.0,0.0,1.0,1.0,0.0,,,,
29 Nov 20,64485,1309,116.0,0.0,42.0,52647,1333,357,3,1.0,11481,2650368.0,15370.0,8.52,,,1308.0,290.0,238.0,493.0,32.0,52.0,46.0,35.0,0.0,37.0,77.0,1.0,1.0,1.0,6.0,0.0,0.0,,,,
28 Nov 20,63176,1315,118.0,5.0,43.0,51314,1110,354,4,5.0,11508,2634998.0,19911.0,6.6,,,1310.0,476.0,266.0,191.0,41.0,17.0,92.0,0.0,0.0,46.0,167.0,0.0,1.0,0.0,18.0,0.0,0.0,,,,
27 Nov 20,61861,1109,113.0,3.0,41.0,50204,1148,350,2,10.0,11307,2615087.0,19083.0,5.81,,,1099.0,441.0,175.0,154.0,167.0,25.0,64.0,0.0,0.0,33.0,42.0,3.0,0.0,0.0,5.0,0.0,0.0,,,,
26 Nov 20,60752,935,110.0,0.0,45.0,49056,2555,348,3,4.0,11348,2596004.0,18617.0,5.02,,,931.0,326.0,161.0,59.0,158.0,24.0,17.0,13.0,4.0,60.0,79.0,0.0,0.0,1.0,28.0,5.0,0.0,,,,
25 Nov 20,59817,970,110.0,0.0,47.0,46501,2348,345,4,5.0,12971,2577387.0,17970.0,5.4,,,965.0,293.0,115.0,44.0,318.0,24.0,14.0,37.0,2.0,30.0,80.0,2.0,1.0,1.0,8.0,1.0,0.0,,,,
24 Nov 20,58847,2188,112.0,0.0,49.0,44153,1673,341,4,0.0,14353,2559417.0,15762.0,13.88,,,2188.0,232.0,1623.0,90.0,73.0,14.0,15.0,1.0,1.0,19.0,112.0,0.0,2.0,0.0,6.0,0.0,0.0,,,,
23 Nov 20,56659,1884,115.0,9.0,,42480,883,337,2,2.0,13842,2543655.0,15497.0,12.16,,,1882.0,289.0,1203.0,196.0,41.0,36.0,12.0,0.0,0.0,15.0,81.0,0.0,0.0,0.0,9.0,1.0,1.0,,,,
22 Nov 20,54775,1096,106.0,0.0,,41597,1104,335,3,6.0,12843,2528158.0,17826.0,6.15,,,1090.0,311.0,603.0,30.0,29.0,16.0,15.0,13.0,0.0,9.0,55.0,0.0,5.0,0.0,8.0,1.0,1.0,,,,
21 Nov 20,53679,1041,108.0,0.0,,40493,1405,332,3,2.0,12854,2510332.0,17525.0,5.94,,,1039.0,346.0,402.0,68.0,121.0,6.0,17.0,12.0,0.0,33.0,29.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,
20 Nov 20,52638,958,110.0,0.0,,39088,956,329,3,5.0,13221,2492807.0,20120.0,4.76,,,953.0,512.0,153.0,46.0,153.0,19.0,25.0,1.0,2.0,9.0,24.0,0.0,2.0,4.0,7.0,1.0,0.0,,,,
19 Nov 20,51680,1290,110.0,7.0,,38132,878,326,4,5.0,13222,2472687.0,21142.0,6.1,,,1285.0,660.0,407.0,72.0,32.0,7.0,8.0,15.0,8.0,15.0,48.0,0.0,1.0,0.0,17.0,0.0,0.0,,,,
18 Nov 20,50390,660,103.0,0.0,,37254,630,322,4,4.0,12814,2451545.0,18466.0,3.57,,,656.0,387.0,141.0,31.0,31.0,11.0,16.0,13.0,3.0,3.0,16.0,0.0,4.0,0.0,3.0,1.0,0.0,,,,
17 Nov 20,49730,1210,105.0,3.0,,36624,1018,318,5,19.0,12788,2433079.0,16369.0,7.39,,,1191.0,499.0,271.0,245.0,67.0,8.0,33.0,1.0,1.0,14.0,47.0,0.0,2.0,1.0,19.0,2.0,0.0,,,,
16 Nov 20,48520,1103,102.0,0.0,,35606,821,313,4,1.0,12601,2416710.0,15667.0,7.04,,,1102.0,288.0,151.0,392.0,90.0,10.0,26.0,8.0,1.0,8.0,116.0,0.0,1.0,4.0,7.0,1.0,0.0,,,,
15 Nov 20,47417,1208,104.0,1.0,,34785,1013,309,3,6.0,12323,2401043.0,15539.0,7.77,,,1202.0,381.0,185.0,475.0,48.0,8.0,42.0,30.0,4.0,9.0,21.0,0.0,2.0,0.0,1.0,1.0,1.0,,,,
14 Nov 20,46209,1114,103.0,7.0,,33772,803,306,2,2.0,12131,2385504.0,18519.0,6.02,,,1112.0,391.0,200.0,13.0,371.0,10.0,34.0,8.0,4.0,15.0,53.0,0.0,6.0,0.0,5.0,4.0,0.0,,,,
13 Nov 20,45095,1304,96.0,4.0,,32969,900,304,1,4.0,11822,2366985.0,17774.0,7.34,,,1300.0,,,,,,,,,,,,,,,,,,,,
12 Nov 20,43791,919,92.0,6.0,,32069,996,303,1,3.0,11419,2349211.0,20178.0,4.55,,,916.0,,,,,,,,,,,,,,,,,,,,
11 Nov 20,42872,822,86.0,4.0,,31073,769,302,2,7.0,11497,2329033.0,19197.0,4.28,,,815.0,,,,,,,,,,,,,,,,,,,,
10 Nov 20,42050,869,82.0,0.0,,30304,725,300,6,,11446,2309836.0,18492.0,4.7,,,869.0,,,,,,,,,,,,,,,,,,,,
09 Nov 20,41181,972,86.0,0.0,,29579,1345,294,8,,11308,2291344.0,16110.0,6.03,,,972.0,,,,,,,,,,,,,,,,,,,,
08 Nov 20,40209,852,94.0,7.0,,28234,825,286,4,13.0,11689,2275234.0,17106.0,4.98,839.0,0.0,839.0,,,,,,,,,,,,,,,,,,,,
07 Nov 20,39357,1168,87.0,5.0,,27409,1029,282,3,0.0,11666,2258128.0,19569.0,5.97,1168.0,0.0,1168.0,,,,,,,,,,,,,,,,,,,,
06 Nov 20,38189,1755,83.0,5.0,,26380,726,279,2,3.0,11530,2238559.0,22858.0,7.68,1752.0,0.0,1752.0,,,,,,,,,,,,,,,,,,,,
05 Nov 20,36434,1009,78.0,0.0,,25654,839,277,6,9.0,10503,2215701.0,17529.0,5.76,1000.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,
04 Nov 20,35425,1032,82.0,0.0,,24815,820,271,8,3.0,10339,2198172.0,21447.0,4.81,1029.0,0.0,1029.0,,,,,,,,,,,,,,,,,,,,
03 Nov 20,34393,1054,94.0,3.0,,23995,875,263,12,14.0,10135,2176725.0,19767.0,5.33,1040.0,0.0,1040.0,,,,,,,,,,,,,,,,,,,,
02 Nov 20,33339,834,91.0,0.0,,23120,900,251,2,3.0,9968,2156958.0,19301.0,4.32,831.0,0.0,831.0,,,,,,,,,,,,,,,,,,,,
01 Nov 20,32505,957,97.0,14.0,,22220,972,249,0,0.0,10036,2137657.0,18691.0,5.12,671.0,286.0,957.0,,,,,,,,,,,,,,,,,,,,
31 Oct 20,31548,659,83.0,0.0,,21248,1000,249,0,1.0,10051,2118966.0,17076.0,3.86,658.0,0.0,658.0,,,,,,,,,,,,,,,,,,,,
30 Oct 20,30889,799,90.0,0.0,,20248,491,249,3,0.0,10392,2101890.0,18190.0,4.39,799.0,0.0,799.0,,,,,,,,,,,,,,,,,,,,
29 Oct 20,30090,649,106.0,12.0,,19757,685,246,0,7.0,10087,2083700.0,19684.0,3.3,642.0,0.0,642.0,,,,,,,,,,,,,,,,,,,,
28 Oct 20,29441,801,94.0,5.0,,19072,573,246,8,2.0,10123,2064016.0,19618.0,4.08,799.0,0.0,799.0,,,,,,,,,,,,,,,,,,,,
27 Oct 20,28640,835,89.0,0.0,,18499,674,238,2,5.0,9903,2044398.0,18671.0,4.47,830.0,0.0,830.0,,,,,,,,,,,,,,,,,,,,
26 Oct 20,27805,1240,94.0,0.0,,17825,691,236,7,2.0,9744,2025727.0,19011.0,6.52,1238.0,0.0,1238.0,,,,,,,,,,,,,,,,,,,,
25 Oct 20,26565,823,99.0,7.0,,17134,579,229,8,0.0,9202,2006716.0,17485.0,4.71,823.0,0.0,823.0,,,,,,,,,,,,,,,,,,,,
24 Oct 20,25742,1228,92.0,2.0,,16555,671,221,7,11.0,8966,1989231.0,15451.0,7.95,1217.0,0.0,1217.0,,,,,,,,,,,,,,,,,,,,
23 Oct 20,24514,710,90.0,0.0,,15884,467,214,10,1.0,8416,1973780.0,17770.0,4.0,619.0,90.0,709.0,,,,,,,,,,,,,,,,,,,,
22 Oct 20,23804,847,90.0,0.0,,15417,486,204,5,5.0,8183,1956010.0,15749.0,5.38,842.0,0.0,842.0,,,,,,,,,,,,,,,,,,,,
21 Oct 20,22957,732,102.0,7.0,,14931,580,199,6,8.0,7827,1940261.0,18826.0,3.89,618.0,106.0,724.0,,,,,,,,,,,,,,,,,,,,
20 Oct 20,22225,862,95.0,0.0,,14351,634,193,3,2.0,7681,1921435.0,17920.0,4.81,860.0,0.0,860.0,,,,,,,,,,,,,,,,,,,,
19 Oct 20,21363,865,99.0,13.0,,13717,455,190,3,7.0,7456,1903515.0,17668.0,4.9,767.0,91.0,858.0,,,,,,,,,,,,,,,,,,,,
18 Oct 20,20498,871,86.0,0.0,,13262,701,187,7,5.0,7049,1885847.0,22810.0,3.82,757.0,109.0,866.0,,,,,,,,,,,,,,,,,,,,
17 Oct 20,19627,869,91.0,0.0,,12561,302,180,4,0.0,6886,1863037.0,23337.0,3.72,745.0,124.0,869.0,,,,,,,,,,,,,,,,,,,,
16 Oct 20,18758,629,99.0,0.0,,12259,245,176,6,2.0,6323,1839700.0,28923.0,2.17,577.0,50.0,627.0,,,,,,,,,,,,,,,,,,,,
15 Oct 20,18129,589,103.0,0.0,,12014,409,170,3,3.0,5945,1810777.0,23948.0,2.46,453.0,133.0,586.0,,,,,,,,,,,,,,,,,,,,
14 Oct 20,17540,660,108.0,7.0,,11605,233,167,4,6.0,5768,1786829.0,18619.0,3.54,608.0,46.0,654.0,,,,,,,,,,,,,,,,,,,,
13 Oct 20,16880,660,101.0,3.0,,11372,350,163,4,2.0,5345,1768210.0,14219.0,4.64,618.0,40.0,658.0,,,,,,,,,,,,,,,,,,,,
12 Oct 20,16220,563,98.0,8.0,,11022,109,159,2,1.0,5039,1753991.0,15123.0,3.72,498.0,64.0,562.0,,,,,,,,,,,,,,,,,,,,
11 Oct 20,15657,561,90.0,17.0,,10913,133,157,2,8.0,4587,1738868.0,16031.0,3.5,494.0,59.0,553.0,,,,,,,,,,,,,,,,,,,,
10 Oct 20,15096,374,73.0,5.0,,10780,73,155,3,2.0,4161,1722837.0,18895.0,1.98,343.0,29.0,372.0,,,,,,,,,,,,,,,,,,,,
09 Oct 20,14722,354,68.0,8.0,,10707,188,152,6,2.0,3863,1703942.0,22133.0,1.6,332.0,20.0,352.0,,,,,,,,,,,,,,,,,,,,
08 Oct 20,14368,375,60.0,20.0,,10519,18,146,5,4.0,3703,1681809.0,18013.0,2.08,342.0,29.0,371.0,,,,,,,,,,,,,,,,,,,,
07 Oct 20,13993,489,40.0,9.0,,10501,74,141,0,2.0,3351,1663796.0,20145.0,2.43,467.0,20.0,487.0,,,,,,,,,,,,,,,,,,,,
06 Oct 20,13504,691,31.0,0.0,,10427,87,141,4,3.0,2936,1643651.0,16039.0,4.31,661.0,27.0,688.0,,,,,,,,,,,,,,,,,,,,
05 Oct 20,12813,432,32.0,4.0,,10340,57,137,0,3.0,2336,1627612.0,12571.0,3.44,409.0,20.0,429.0,,,,,,,,,,,,,,,,,,,,
04 Oct 20,12381,293,28.0,0.0,,10283,67,137,0,1.0,1961,1615041.0,17039.0,1.72,269.0,23.0,292.0,,,,,,,,,,,,,,,,,,,,
03 Oct 20,12088,317,29.0,7.0,,10216,121,137,1,0.0,1735,1598002.0,16794.0,1.89,303.0,14.0,317.0,,,,,,,,,,,,,,,,,,,,
02 Oct 20,11771,287,22.0,2.0,,10095,81,136,0,0.0,1540,1581208.0,14360.0,2.0,270.0,17.0,287.0,,,,,,,,,,,,,,,,,,,,
01 Oct 20,11484,260,20.0,4.0,,10014,47,136,0,1.0,1334,1566848.0,17098.0,1.52,130.0,129.0,259.0,,,,,,,,,,,,,,,,,,,,
30 Sep 20,11224,89,16.0,3.0,,9967,28,136,2,3.0,1121,1549750.0,16689.0,0.53,84.0,2.0,86.0,,,,,,,,,,,,,,,,,,,,
29 Sep 20,11135,101,13.0,5.0,,9939,50,134,0,4.0,1062,1533061.0,13841.0,0.73,93.0,4.0,97.0,,,,,,,,,,,,,,,,,,,,
28 Sep 20,11034,115,8.0,2.0,,9889,54,134,0,3.0,1011,1519220.0,8830.0,1.3,98.0,14.0,112.0,,,,,,,,,,,,,,,,,,,,
27 Sep 20,10919,150,6.0,0.0,,9835,50,134,1,4.0,950,1510390.0,16745.0,0.9,124.0,22.0,146.0,,,,,,,,,,,,,,,,,,,,
26 Sep 20,10769,82,8.0,4.0,,9785,89,133,0,3.0,851,1493645.0,,inf,53.0,26.0,79.0,,,,,,,,,,,,,,,,,,,,
25 Sep 20,10687,111,4.0,0.0,,9696,30,133,0,4.0,858,1493645.0,8833.0,1.26,76.0,31.0,107.0,,,,,,,,,,,,,,,,,,,,
24 Sep 20,10576,71,6.0,0.0,,9666,64,133,0,2.0,777,1484812.0,11179.0,0.64,43.0,26.0,69.0,,,,,,,,,,,,,,,,,,,,
23 Sep 20,10505,147,8.0,0.0,,9602,39,133,3,4.0,770,1473633.0,10076.0,1.46,119.0,24.0,143.0,,,,,,,,,,,,,,,,,,,,
22 Sep 20,10358,82,9.0,0.0,,9563,168,130,0,10.0,665,1463557.0,11860.0,0.69,60.0,12.0,72.0,,,,,,,,,,,,,,,,,,,,
21 Sep 20,10276,57,9.0,0.0,,9395,40,130,0,6.0,751,1451697.0,7011.0,0.81,45.0,6.0,51.0,,,,,,,,,,,,,,,,,,,,
20 Sep 20,10219,52,10.0,0.0,,9355,40,130,0,12.0,734,1444686.0,7332.0,0.71,26.0,14.0,40.0,,,,,,,,,,,,,,,,,,,,
19 Sep 20,10167,20,12.0,1.0,,9315,51,130,1,3.0,722,1437354.0,10221.0,0.2,14.0,3.0,17.0,,,,,,,,,,,,,,,,,,,,
18 Sep 20,10147,95,11.0,0.0,,9264,14,129,0,4.0,754,1427133.0,9979.0,0.95,68.0,23.0,91.0,,,,,,,,,,,,,,,,,,,,
17 Sep 20,10052,21,13.0,0.0,,9250,15,129,0,5.0,673,1417154.0,9895.0,0.21,15.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,
16 Sep 20,10031,62,15.0,1.0,,9235,26,129,0,1.0,667,1407259.0,11681.0,0.53,41.0,20.0,61.0,,,,,,,,,,,,,,,,,,,,
15 Sep 20,9969,23,14.0,3.0,,9209,6,129,0,10.0,631,1395578.0,11809.0,0.19,10.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,
14 Sep 20,9946,31,11.0,2.0,,9203,7,129,1,3.0,614,1383769.0,11615.0,0.27,19.0,9.0,28.0,,,,,,,,,,,,,,,,,,,,
13 Sep 20,9915,47,9.0,0.0,,9196,7,128,0,2.0,591,1372154.0,9523.0,0.49,28.0,17.0,45.0,,,,,,,,,,,,,,,,,,,,
12 Sep 20,9868,58,9.0,0.0,,9189,8,128,0,5.0,551,1362631.0,8805.0,0.66,29.0,24.0,53.0,,,,,,,,,,,,,,,,,,,,
11 Sep 20,9810,182,9.0,0.0,,9181,14,128,0,1.0,501,1353826.0,11354.0,1.6,90.0,91.0,181.0,,,,,,,,,,,,,,,,,,,,
10 Sep 20,9628,45,9.0,2.0,,9167,24,128,0,1.0,333,1342472.0,9555.0,0.47,11.0,33.0,44.0,,,,,,,,,,,,,,,,,,,,
09 Sep 20,9583,24,7.0,0.0,,9143,7,128,0,6.0,312,1332917.0,10472.0,0.23,16.0,2.0,18.0,,,,,,,,,,,,,,,,,,,,
08 Sep 20,9559,100,7.0,1.0,,9136,12,128,0,15.0,295,1322445.0,8671.0,1.15,55.0,30.0,85.0,,,,,,,,,,,,,,,,,,,,
07 Sep 20,9459,62,6.0,0.0,,9124,9,128,0,6.0,207,1313774.0,6320.0,0.98,30.0,26.0,56.0,,,,,,,,,,,,,,,,,,,,
06 Sep 20,9397,6,6.0,1.0,,9115,2,128,0,3.0,154,1307454.0,7730.0,0.08,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,
05 Sep 20,9391,6,5.0,1.0,,9113,21,128,0,4.0,150,1299724.0,9122.0,0.07,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
04 Sep 20,9385,11,4.0,0.0,,9092,9,128,0,7.0,165,1290602.0,9724.0,0.11,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
03 Sep 20,9374,14,4.0,0.0,,9083,4,128,0,4.0,163,1280878.0,10649.0,0.13,6.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,
02 Sep 20,9360,6,4.0,0.0,,9079,4,128,0,3.0,153,1270229.0,7381.0,0.08,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
01 Sep 20,9354,14,5.0,0.0,,9075,21,128,1,5.0,151,1262848.0,8993.0,0.16,5.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,
31 Aug 20,9340,6,6.0,0.0,,9054,6,127,1,4.0,159,1253855.0,10315.0,0.06,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
30 Aug 20,9334,17,7.0,0.0,,9048,10,126,1,15.0,160,1243540.0,10613.0,0.16,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
29 Aug 20,9317,11,8.0,0.0,,9038,8,125,0,10.0,154,1232927.0,10073.0,0.11,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
28 Aug 20,9306,10,8.0,0.0,,9030,36,125,0,8.0,151,1222854.0,10064.0,0.1,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
